ticket_id,created_at,customer_age,membership_tier,issue_type,contact_channel,region,monthly_spend,tenure_months,previous_tickets,avg_response_minutes,satisfaction_score,reopened_count,resolution_hours,priority
TK-260693,2025-09-21 16:00:00,67,VIP,Payment,Email,Incheon,210898,28,4,91,1.8,3,4.3,High
TK-260694,2026-02-28 06:00:00,45,Gold,Delivery,Email,Incheon,142602,86,1,56,4.2,0,8.1,Medium
TK-260695,2025-11-04 22:00:00,27,Basic,Payment,Chat,Daejeon,32165,73,3,20,2.9,0,3.4,Medium
TK-260696,2025-12-19 05:00:00,71,Silver,Account,Phone,Seoul,67775,81,4,17,4.8,0,6.0,Low
TK-260697,2025-10-31 22:00:00,35,Silver,Payment,Phone,Daegu,71302,66,2,47,3.3,0,7.5,Low
TK-260698,2026-06-24 20:00:00,20,Basic,Delivery,Phone,Busan,44901,20,3,85,3.0,1,2.6,Medium
TK-260699,2025-09-06 05:00:00,69,Basic,Delivery,Chat,Seoul,30925,13,1,50,2.7,0,7.5,Medium
TK-260700,2026-01-26 13:00:00,35,Silver,Account,App,Seoul,82326,69,1,77,3.6,1,6.0,Low
TK-260701,2025-01-06 15:00:00,67,Basic,Technical,Chat,Daejeon,58363,81,3,113,3.3,2,5.3,Medium
TK-260702,2025-12-12 04:00:00,18,Basic,Technical,App,Busan,29337,3,1,89,4.5,0,4.2,Medium
TK-260703,2025-04-21 13:00:00,69,Gold,Technical,Chat,Seoul,138554,6,4,76,2.2,0,1.5,Medium
TK-260704,2025-03-11 15:00:00,68,Basic,Cancellation,Phone,Busan,72367,33,2,178,4.4,0,10.8,Medium
TK-260705,2025-07-28 18:00:00,66,Silver,Cancellation,Phone,Incheon,67031,25,1,93,4.0,0,2.6,Medium
TK-260706,2026-03-22 19:00:00,19,Gold,Payment,Email,Seoul,123527,66,0,38,2.2,0,5.6,Medium
TK-260707,2025-06-30 08:00:00,61,Silver,Payment,Phone,Daegu,87367,93,4,61,1.5,1,5.1,Medium
TK-260708,2026-02-03 20:00:00,73,Silver,Technical,App,Seoul,96139,63,2,69,3.0,0,6.4,Low
TK-260709,2025-09-14 13:00:00,59,Silver,Delivery,Chat,Daegu,58201,32,0,58,3.6,0,6.2,Low
TK-260710,2025-08-06 19:00:00,70,Silver,Technical,Phone,Seoul,54660,4,5,45,5.0,0,3.2,Low
TK-260711,2025-10-19 19:00:00,65,Basic,Payment,Email,Daegu,54836,27,2,76,3.6,0,7.7,Medium
TK-260712,2025-09-26 08:00:00,19,Basic,Technical,Phone,Seoul,23145,22,8,65,5.0,1,8.5,Medium
TK-260713,2025-07-04 22:00:00,19,Basic,Payment,Chat,Daegu,64096,34,0,87,4.3,0,5.1,Medium
TK-260714,2026-05-29 11:00:00,44,Silver,Cancellation,Chat,Daegu,55571,91,3,129,4.2,0,17.2,Medium
TK-260715,2025-03-12 20:00:00,39,Gold,Technical,Email,Daegu,149319,87,4,113,2.9,0,10.8,Medium
TK-260716,2025-07-29 08:00:00,53,Basic,Technical,App,Incheon,60456,74,6,54,4.4,2,5.3,Medium
TK-260717,2025-02-11 20:00:00,42,VIP,Technical,Chat,Seoul,242639,32,5,105,2.9,1,11.4,Medium
TK-260718,2025-03-12 12:00:00,25,Silver,Cancellation,Chat,Daejeon,59585,70,5,110,1.9,0,5.5,High
TK-260719,2026-07-03 18:00:00,56,Gold,Payment,Email,Seoul,108623,87,0,59,2.7,1,4.4,Medium
TK-260720,2025-02-19 13:00:00,49,VIP,Technical,Phone,Seoul,243615,8,3,61,2.7,0,2.6,Medium
TK-260721,2025-07-11 00:00:00,43,Gold,Payment,App,Seoul,124992,78,3,43,4.3,1,2.7,Medium
TK-260722,2025-02-03 16:00:00,43,Silver,Technical,Phone,Daejeon,63897,26,5,113,2.4,0,8.9,Low
TK-260723,2025-11-20 23:00:00,70,Basic,Delivery,Phone,Seoul,46173,74,4,33,4.2,0,9.4,Low
TK-260724,2026-04-18 10:00:00,70,Gold,Cancellation,Email,Busan,153595,89,5,86,3.4,0,2.6,Medium
TK-260725,2025-08-29 05:00:00,66,Basic,Delivery,Chat,Daegu,66220,89,3,2,3.9,0,5.3,Low
TK-260726,2026-04-30 20:00:00,41,Basic,Account,Chat,Incheon,44674,63,4,33,4.7,0,3.7,Low
TK-260727,2025-06-27 00:00:00,73,Basic,Technical,Email,Seoul,48221,41,3,77,3.6,0,4.1,High
TK-260728,2025-10-18 01:00:00,47,Silver,Cancellation,Phone,Busan,102580,72,0,113,2.8,1,9.0,High
TK-260729,2025-02-20 02:00:00,41,Basic,Account,Chat,Daegu,30719,87,0,2,3.3,2,5.1,Low
TK-260730,2026-03-15 11:00:00,27,VIP,Payment,Chat,Daegu,199359,54,4,16,2.4,1,5.3,Medium
TK-260731,2026-05-16 00:00:00,38,VIP,Technical,Email,Daegu,206686,79,6,59,4.3,0,3.0,Low
TK-260732,2026-05-03 14:00:00,55,Silver,Technical,Email,Seoul,99503,45,4,105,4.4,1,6.6,Medium
TK-260733,2025-03-24 14:00:00,57,Gold,Payment,Phone,Seoul,131265,24,0,97,3.3,0,3.8,Medium
TK-260734,2025-05-24 23:00:00,55,Silver,Delivery,Email,Busan,83891,86,3,16,3.0,0,3.0,Low
TK-260735,2026-02-19 07:00:00,48,Gold,Account,Chat,Incheon,146382,35,6,81,3.7,0,8.7,Low
TK-260736,2025-10-28 09:00:00,53,Silver,Technical,App,Seoul,82811,35,6,39,4.1,0,8.9,Medium
TK-260737,2026-05-12 19:00:00,18,Basic,Technical,Chat,Incheon,45123,62,9,138,4.8,0,5.9,Low
TK-260738,2025-02-21 09:00:00,58,Silver,Technical,Chat,Seoul,66597,82,3,46,2.7,2,1.9,Medium
TK-260739,2026-06-13 02:00:00,55,Gold,Delivery,Chat,Seoul,117629,1,0,84,4.2,1,3.0,Low
TK-260740,2025-08-19 02:00:00,19,VIP,Cancellation,Email,Seoul,236448,11,0,100,3.1,1,3.9,High
TK-260741,2025-06-14 16:00:00,69,Basic,Account,App,Busan,25002,4,4,68,4.1,0,7.4,Medium
TK-260742,2025-11-08 01:00:00,71,Gold,Technical,App,Busan,143956,94,5,99,5.0,2,7.7,Medium
TK-260743,2025-04-12 02:00:00,72,Silver,Delivery,App,Incheon,95599,16,3,55,3.3,0,4.2,Medium
TK-260744,2026-05-12 17:00:00,43,Gold,Delivery,App,Incheon,134996,84,2,73,4.4,1,10.2,Medium
TK-260745,2026-05-25 11:00:00,42,Basic,Payment,App,Daejeon,45334,78,1,19,4.3,0,7.5,Low
TK-260746,2025-08-17 03:00:00,59,Silver,Payment,Chat,Busan,100425,1,4,49,3.6,0,5.5,High
TK-260747,2025-08-01 08:00:00,29,Basic,Technical,Email,Incheon,72147,88,6,98,3.5,0,4.9,Medium
TK-260748,2025-10-08 01:00:00,31,Silver,Account,Email,Seoul,87800,48,2,33,3.1,0,2.8,Medium
TK-260749,2025-08-19 12:00:00,47,Basic,Account,Email,Seoul,,92,3,44,3.4,0,3.9,Medium
TK-260750,2026-01-05 11:00:00,38,VIP,Payment,App,Seoul,195537,61,9,71,3.3,0,4.6,Medium
TK-260751,2026-05-10 20:00:00,24,Basic,Delivery,Email,Busan,22940,26,5,11,3.2,0,7.0,Medium
TK-260752,2025-03-23 12:00:00,50,Basic,Delivery,Chat,Seoul,53400,6,0,61,2.6,4,3.5,Medium
TK-260753,2025-03-28 07:00:00,31,Basic,Payment,Chat,Busan,28863,54,0,49,4.2,0,5.5,Medium
TK-260754,2026-06-04 13:00:00,57,Silver,Account,Email,Seoul,106040,81,1,65,4.3,0,4.9,Medium
TK-260755,2025-11-23 16:00:00,27,Silver,Delivery,App,Daegu,66280,2,6,56,2.1,2,3.0,High
TK-260756,2025-09-12 06:00:00,38,Basic,Technical,Chat,Seoul,54003,19,1,49,2.2,0,9.0,Medium
TK-260757,2025-01-23 23:00:00,38,Silver,Technical,Email,Incheon,65617,28,4,54,2.9,1,10.0,Medium
TK-260758,2026-06-13 09:00:00,20,Silver,Cancellation,,Seoul,85241,66,6,89,3.5,0,8.6,Medium
TK-260759,2025-08-18 11:00:00,65,Basic,Cancellation,Chat,Daegu,42024,75,2,113,4.9,1,9.8,Low
TK-260760,2026-01-15 06:00:00,32,Basic,Payment,Email,Seoul,50553,56,0,71,5.0,0,5.6,Medium
TK-260761,2025-12-28 12:00:00,60,Basic,Account,Chat,Incheon,54225,30,1,33,3.3,0,11.8,High
TK-260762,2025-12-07 00:00:00,61,Basic,Delivery,Chat,Busan,51044,75,4,67,3.7,0,3.0,Medium
TK-260763,2026-03-01 00:00:00,23,Gold,Payment,Chat,Seoul,157034,42,4,41,1.2,1,3.6,Medium
TK-260764,2025-08-14 20:00:00,42,VIP,Technical,App,Daegu,193153,80,6,160,3.1,0,3.9,Medium
TK-260765,2025-10-27 00:00:00,69,Basic,Payment,Email,Incheon,52026,47,1,25,3.7,0,5.9,Medium
TK-260766,2025-08-27 16:00:00,73,Gold,Technical,Phone,Seoul,146928,12,4,46,4.9,1,8.5,Medium
TK-260767,2025-11-26 04:00:00,62,Basic,Technical,App,Busan,55853,45,4,119,3.3,2,10.4,High
TK-260768,2026-07-15 13:00:00,19,Silver,Technical,Chat,Daegu,54166,14,9,40,4.6,1,4.1,Low
TK-260769,2025-08-03 00:00:00,40,Silver,Delivery,Phone,Incheon,78904,62,2,45,1.9,1,14.2,High
TK-260770,2025-08-17 06:00:00,43,Gold,Cancellation,Phone,Seoul,140195,25,1,127,3.1,0,7.7,Low
TK-260771,2025-10-03 22:00:00,66,Basic,Technical,Phone,Daegu,43076,19,5,99,3.4,0,7.7,Low
TK-260772,2025-03-16 02:00:00,35,VIP,Payment,Phone,Busan,234443,52,0,13,,0,11.0,High
TK-260773,2025-08-04 06:00:00,36,VIP,Technical,Chat,Busan,204697,75,4,89,3.0,0,5.9,Low
TK-260774,2025-01-02 10:00:00,32,Basic,Cancellation,Phone,Incheon,48991,24,4,16,5.0,0,5.0,High
TK-260775,2025-03-12 06:00:00,21,Silver,Cancellation,Chat,Seoul,104639,70,3,12,2.4,1,1.5,Medium
TK-260776,2025-12-10 09:00:00,56,Basic,Account,Chat,Busan,67919,29,6,2,3.2,2,12.1,Medium
TK-260777,2025-03-02 18:00:00,57,Basic,Cancellation,Phone,Incheon,49224,80,3,37,4.1,0,3.6,Low
TK-260778,2025-01-29 19:00:00,75,Basic,Technical,App,Seoul,60662,36,9,62,4.0,0,5.9,Low
TK-260779,2026-05-20 19:00:00,21,Gold,Delivery,Chat,Daejeon,147055,58,8,80,2.8,1,7.0,Medium
TK-260780,2025-10-31 17:00:00,52,Basic,Delivery,Email,Daejeon,45906,21,0,32,3.3,1,6.0,Medium
TK-260781,2025-09-27 22:00:00,65,Basic,Account,Phone,Seoul,54203,15,0,40,4.4,0,1.9,Low
TK-260782,2025-08-08 13:00:00,76,Silver,Delivery,Phone,Incheon,63900,51,1,23,3.0,0,5.1,Medium
TK-260783,2025-01-27 21:00:00,36,Basic,Account,Chat,Seoul,48154,40,3,53,5.0,2,6.7,Low
TK-260784,2025-09-12 21:00:00,65,Gold,Account,Chat,Incheon,124016,23,0,72,3.3,1,8.4,Medium
TK-260785,2025-11-30 03:00:00,75,Basic,Payment,Phone,Busan,34390,57,3,69,3.7,0,2.6,Low
TK-260786,2026-05-23 03:00:00,63,Gold,Delivery,Chat,Incheon,154690,85,6,18,2.2,0,11.0,Low
TK-260787,2026-02-04 22:00:00,76,Gold,Payment,Chat,Incheon,136707,81,5,15,4.4,0,8.0,Low
TK-260788,2025-10-24 17:00:00,38,Basic,Payment,Phone,Seoul,68235,95,0,99,3.8,0,5.3,Low
TK-260789,2025-06-04 04:00:00,76,VIP,Account,Chat,Incheon,243780,4,2,87,1.6,1,4.1,High
TK-260790,2025-02-05 18:00:00,33,Silver,Delivery,Chat,Incheon,82797,62,0,44,4.0,0,3.9,Medium
TK-260791,2025-10-24 21:00:00,74,Basic,Technical,App,Incheon,23411,58,4,28,3.2,0,4.8,Medium
TK-260792,2025-11-23 18:00:00,25,Silver,Technical,App,Seoul,99019,70,3,76,4.4,0,9.9,Low
TK-260793,2026-06-11 06:00:00,47,Silver,Account,App,Seoul,86963,46,3,75,2.7,1,3.1,Medium
TK-260794,2026-06-19 01:00:00,71,Silver,Cancellation,Chat,Incheon,96420,63,5,58,4.4,0,6.5,Medium
TK-260795,2025-08-09 19:00:00,73,Silver,Technical,Phone,Incheon,98687,21,0,82,4.5,1,4.6,Medium
TK-260796,2025-08-22 17:00:00,72,Silver,Cancellation,Email,Incheon,64846,77,5,130,4.6,3,14.1,High
TK-260797,2025-02-28 16:00:00,18,Gold,Technical,App,Incheon,140612,24,5,100,,0,8.7,Low
TK-260798,2026-03-24 14:00:00,45,Silver,Cancellation,Chat,Busan,100825,36,5,132,2.5,2,7.1,Low
TK-260799,2025-08-31 19:00:00,32,Basic,Account,Chat,Incheon,68265,76,5,39,3.2,1,3.9,Low
TK-260800,2026-03-02 15:00:00,56,Gold,Payment,Chat,Busan,121929,77,6,77,2.2,1,3.6,Medium
TK-260801,2025-11-14 04:00:00,22,Basic,Payment,Email,Seoul,46133,8,8,20,3.6,0,1.6,Medium
TK-260802,2025-03-16 09:00:00,46,Basic,Delivery,Chat,Seoul,27518,29,8,21,2.6,1,1.5,Medium
TK-260803,2025-12-27 10:00:00,33,Silver,Delivery,Email,Busan,101589,72,4,31,3.1,0,3.3,Low
TK-260804,2025-06-21 09:00:00,68,Gold,Cancellation,Phone,Busan,114756,57,0,110,4.6,0,4.3,Medium
TK-260805,2026-04-17 03:00:00,54,VIP,Technical,Chat,Busan,209789,83,4,98,2.6,0,12.3,Low
TK-260806,2025-10-22 19:00:00,46,Gold,Delivery,Phone,Busan,110019,96,5,39,5.0,0,3.0,Medium
TK-260807,2026-05-23 06:00:00,48,Basic,Technical,Phone,Daejeon,32293,29,7,90,3.8,0,14.0,Low
TK-260808,2025-08-19 22:00:00,53,Silver,Technical,App,Incheon,58885,75,5,86,2.8,0,9.8,Medium
TK-260809,2025-06-30 18:00:00,41,Silver,Delivery,Email,Seoul,,8,4,105,2.4,0,13.6,Medium
TK-260810,2025-05-08 03:00:00,70,Gold,Payment,Phone,Busan,147291,29,1,66,3.6,0,5.8,Medium
TK-260811,2026-07-18 20:00:00,57,Basic,Account,Phone,Daejeon,43265,56,4,33,4.0,0,3.3,Low
TK-260812,2026-02-13 15:00:00,71,Basic,Account,Chat,Seoul,27574,43,4,46,4.7,0,8.7,High
TK-260813,2026-07-14 22:00:00,68,Gold,Cancellation,Email,Seoul,125923,33,8,101,4.0,0,6.0,High
TK-260814,2025-05-29 18:00:00,50,Gold,Cancellation,Chat,Incheon,145768,94,5,120,2.3,0,8.2,High
TK-260815,2026-06-07 07:00:00,55,VIP,Technical,Phone,Busan,216564,24,3,84,4.4,0,5.6,Medium
TK-260816,2026-02-04 12:00:00,22,Silver,Payment,Chat,Seoul,92889,51,3,22,4.2,0,1.8,Medium
TK-260817,2025-06-07 17:00:00,54,VIP,Technical,App,Daegu,227617,45,0,49,3.5,0,5.1,Low
TK-260818,2025-07-23 23:00:00,42,Gold,Technical,Chat,Seoul,107412,15,3,107,2.3,0,5.7,High
TK-260819,2026-04-28 19:00:00,58,Basic,Technical,Phone,Seoul,44263,26,4,77,3.9,3,10.8,Medium
TK-260820,2025-07-06 06:00:00,41,Silver,Payment,App,Seoul,100318,46,3,8,3.6,1,8.0,Low
TK-260821,2026-07-18 00:00:00,22,Silver,Payment,Chat,Daegu,90865,63,0,77,3.3,2,6.5,Medium
TK-260822,2025-09-21 20:00:00,76,Silver,Account,App,Seoul,86443,47,4,51,,1,2.9,High
TK-260823,2025-02-19 22:00:00,21,VIP,Technical,Chat,Seoul,235379,69,0,68,2.0,1,8.6,Medium
TK-260824,2025-10-13 14:00:00,41,Silver,Payment,Email,Seoul,82819,94,5,54,,0,1.7,Medium
TK-260825,2025-05-22 00:00:00,29,Silver,Delivery,Phone,Seoul,100517,44,2,67,1.7,3,5.8,High
TK-260826,2026-05-07 02:00:00,66,Gold,Cancellation,Chat,Daejeon,109883,13,8,111,3.4,0,4.5,Low
TK-260827,2026-01-08 12:00:00,45,Basic,Account,App,Daegu,53172,32,5,24,3.4,1,6.3,High
TK-260828,2026-07-19 08:00:00,37,Basic,Account,Chat,Busan,63973,28,4,57,3.4,0,2.9,Medium
TK-260829,2026-04-13 15:00:00,60,Gold,Delivery,Phone,Seoul,149720,47,0,15,5.0,0,9.9,Low
TK-260830,2026-04-11 20:00:00,32,Silver,Technical,Chat,Busan,67206,61,2,135,3.6,0,5.0,High
TK-260831,2025-05-24 09:00:00,21,Silver,Delivery,Email,Busan,68621,13,3,31,3.1,0,4.7,Medium
TK-260832,2026-06-08 01:00:00,31,Silver,Account,Chat,Seoul,83307,35,3,68,4.2,2,7.7,Medium
TK-260833,2026-07-25 16:00:00,46,Basic,Technical,Email,Daegu,32619,93,0,104,4.3,2,3.9,Medium
TK-260834,2025-09-14 10:00:00,70,Basic,Delivery,App,Seoul,57921,87,8,44,3.7,0,3.7,Medium
TK-260835,2025-11-30 06:00:00,48,Basic,Technical,Phone,Seoul,71178,42,8,126,3.4,4,6.0,High
TK-260836,2026-01-17 21:00:00,34,Basic,Technical,Email,Busan,52853,67,3,115,3.2,0,4.5,High
TK-260837,2026-05-10 23:00:00,67,Silver,Account,Chat,Busan,91683,46,2,16,2.3,3,4.7,High
TK-260838,2025-02-21 03:00:00,35,Silver,Delivery,App,Incheon,95790,77,2,43,2.6,2,16.8,Medium
TK-260839,2025-09-01 15:00:00,59,Silver,Account,Phone,Seoul,84918,85,0,69,4.7,1,12.4,Medium
TK-260840,2026-01-27 20:00:00,35,Basic,Cancellation,Phone,Daegu,41782,90,2,104,3.7,0,11.0,Medium
TK-260841,2025-08-15 23:00:00,27,Silver,Cancellation,Email,Incheon,71210,39,0,110,3.7,1,33.9,High
TK-260842,2026-07-07 01:00:00,67,Basic,Account,Chat,Seoul,48298,60,1,20,3.0,0,3.3,Medium
TK-260843,2025-11-17 12:00:00,76,Basic,Delivery,Chat,Daejeon,44219,76,0,620,3.7,0,7.7,Medium
TK-260844,2025-11-12 11:00:00,36,Basic,Account,Chat,Busan,54219,65,6,73,5.0,0,4.5,Medium
TK-260845,2025-07-10 19:00:00,36,Basic,Account,Email,Seoul,30150,73,8,76,3.1,0,2.1,Medium
TK-260846,2026-06-15 07:00:00,69,VIP,Account,Email,Busan,211829,41,3,94,3.5,1,2.6,Low
TK-260847,2025-08-02 16:00:00,67,Silver,Delivery,Chat,Seoul,81896,94,3,12,3.5,2,3.8,Medium
TK-260848,2025-03-31 20:00:00,25,Silver,Cancellation,App,Daegu,88062,54,9,56,4.5,0,3.2,Medium
TK-260849,2025-01-04 08:00:00,69,Basic,Cancellation,Chat,Busan,46646,29,3,77,4.2,0,7.3,Medium
TK-260850,2025-11-19 19:00:00,34,Basic,Account,Email,Incheon,71649,37,0,68,3.2,4,8.8,Medium
TK-260851,2025-11-16 00:00:00,70,Gold,Technical,App,Daejeon,153866,15,4,88,4.0,0,3.9,Medium
TK-260852,2025-10-26 03:00:00,62,Basic,Technical,Chat,Incheon,70926,72,7,100,3.4,0,3.7,Medium
TK-260853,2025-02-28 07:00:00,52,Gold,Technical,Chat,Seoul,113468,1,8,89,3.0,2,10.1,Medium
TK-260854,2026-05-19 03:00:00,42,Silver,Technical,Chat,Seoul,104116,28,2,62,3.6,0,5.5,Low
TK-260855,2025-09-09 21:00:00,61,Silver,Technical,Chat,Busan,91054,96,4,93,3.8,4,6.0,Medium
TK-260856,2026-01-01 19:00:00,73,Silver,Delivery,Chat,Daejeon,99324,49,2,51,2.9,0,11.4,Medium
TK-260857,2026-06-04 01:00:00,72,Silver,Technical,Chat,Incheon,91884,48,3,43,3.8,0,8.7,Medium
TK-260858,2026-02-03 18:00:00,52,Silver,Payment,Phone,Daejeon,84219,81,4,20,4.2,0,6.5,Medium
TK-260859,2025-07-02 19:00:00,36,Basic,Delivery,Email,Daegu,36558,33,4,14,3.0,0,1.0,Medium
TK-260860,2026-01-07 12:00:00,69,Silver,Technical,Email,Daegu,56250,14,4,148,4.0,2,10.2,Medium
TK-260861,2025-05-12 02:00:00,19,Gold,Technical,Email,Seoul,113978,46,6,54,5.0,0,9.7,Low
TK-260862,2025-07-04 17:00:00,19,Basic,Technical,Chat,Seoul,53386,25,5,52,4.2,0,2.0,Medium
TK-260863,2025-07-08 16:00:00,44,Gold,Delivery,Email,Seoul,114154,60,0,21,3.6,4,3.8,Low
TK-260864,2026-03-18 23:00:00,19,Gold,Delivery,App,Seoul,141145,85,2,74,4.5,0,10.7,Medium
TK-260865,2025-05-27 09:00:00,40,Basic,Delivery,App,Busan,66701,12,7,21,2.5,2,10.6,Medium
TK-260866,2025-02-07 22:00:00,57,Basic,Delivery,Phone,Seoul,54129,57,2,34,4.2,0,12.5,Low
TK-260867,2025-04-03 20:00:00,59,Silver,Cancellation,App,Seoul,100401,67,6,113,3.2,0,5.6,High
TK-260868,2026-07-07 13:00:00,29,Gold,Technical,Email,Seoul,126684,46,6,163,3.2,1,9.9,Medium
TK-260869,2025-12-01 01:00:00,63,Basic,Technical,Email,Busan,61484,4,4,81,3.4,0,6.5,Medium
TK-260870,2025-08-10 22:00:00,48,Silver,Delivery,Chat,Busan,72529,51,6,35,4.6,1,3.1,Medium
TK-260871,2026-06-18 00:00:00,30,Gold,Technical,App,Daegu,125381,64,0,75,2.2,0,3.8,Low
TK-260872,2025-02-18 12:00:00,64,Basic,Technical,Email,Incheon,71919,77,0,109,4.3,3,3.2,Low
TK-260873,2025-11-28 15:00:00,24,Gold,Payment,Phone,Busan,128755,73,9,26,4.9,0,5.9,Medium
TK-260874,2025-12-06 03:00:00,71,VIP,Delivery,Email,Busan,221723,45,2,62,3.8,1,8.5,Medium
TK-260875,2026-06-06 10:00:00,65,Basic,Account,Phone,Busan,65602,60,3,60,3.0,1,4.9,Low
TK-260876,2026-07-17 01:00:00,25,Basic,Cancellation,Chat,Daejeon,65866,18,8,67,3.9,1,4.6,Low
TK-260877,2025-04-30 09:00:00,75,Silver,Delivery,Phone,Seoul,86806,67,4,67,2.1,0,8.4,Medium
TK-260878,2026-02-07 20:00:00,53,Basic,Cancellation,Email,Daegu,58673,74,4,73,3.5,1,5.6,High
TK-260879,2025-06-25 06:00:00,61,Gold,Delivery,Chat,Seoul,133760,4,3,42,2.2,1,3.1,High
TK-260880,2025-11-23 17:00:00,62,Gold,Technical,Chat,Seoul,126377,58,4,78,4.2,0,7.2,Medium
TK-260881,2025-12-30 13:00:00,27,Basic,Payment,Phone,Incheon,56181,53,7,60,4.3,0,1.4,Medium
TK-260882,2026-07-10 23:00:00,54,Gold,Cancellation,Email,Incheon,153093,85,7,77,3.7,1,6.1,Medium
TK-260883,2026-07-04 11:00:00,18,Silver,Technical,Email,Incheon,87042,17,3,80,4.1,0,3.5,Medium
TK-260884,2025-11-01 19:00:00,49,Silver,Payment,Chat,Incheon,102074,52,4,59,3.9,0,3.4,Medium
TK-260885,2025-06-22 15:00:00,66,Silver,Payment,Email,Daegu,65649,3,8,5,3.6,0,4.3,High
TK-260886,2025-07-22 16:00:00,33,Gold,Payment,Email,Seoul,120104,95,8,50,4.5,0,4.4,Medium
TK-260887,2026-06-04 12:00:00,38,Basic,Account,Phone,Incheon,43290,90,3,39,1.4,2,13.5,Low
TK-260888,2025-07-04 04:00:00,37,Basic,Cancellation,Email,Daegu,25178,83,0,117,5.0,0,9.1,Low
TK-260889,2025-01-17 20:00:00,75,Silver,Cancellation,Email,Seoul,100226,53,6,92,3.3,0,8.2,Medium
TK-260890,2026-03-06 03:00:00,49,VIP,Technical,Chat,Daegu,222169,39,1,83,3.5,0,3.0,Low
TK-260891,2025-02-17 06:00:00,59,VIP,Payment,Chat,Seoul,200147,23,5,66,4.1,0,5.5,Medium
TK-260892,2025-05-30 15:00:00,68,Gold,Account,App,Daegu,121124,8,0,41,,4,3.7,High
TK-260893,2025-03-22 11:00:00,45,Gold,Delivery,App,Busan,153436,2,8,58,3.4,0,9.2,Medium
TK-260894,2025-05-04 17:00:00,69,Basic,Technical,App,Incheon,40199,50,6,86,4.1,1,3.7,Medium
TK-260895,2025-01-19 08:00:00,69,Basic,Payment,App,Incheon,32817,34,5,2,2.8,0,9.6,Medium
TK-260896,2025-09-16 09:00:00,41,Silver,Payment,Phone,Busan,88512,83,2,24,2.4,0,8.5,Low
TK-260897,2026-07-03 06:00:00,26,Silver,Technical,Email,Daegu,82932,77,3,57,4.6,0,6.6,Medium
TK-260898,2026-04-27 02:00:00,61,Gold,Delivery,Phone,Busan,142620,29,7,48,4.1,0,2.8,Medium
TK-260899,2025-11-08 17:00:00,20,Silver,Payment,Phone,Seoul,66237,53,4,39,5.0,0,4.1,Medium
TK-260900,2026-01-28 09:00:00,54,Basic,Delivery,Chat,Seoul,24579,44,5,9,2.1,0,0.8,Medium
TK-260901,2026-07-11 01:00:00,57,Basic,Cancellation,App,Seoul,61952,26,4,38,3.3,0,5.2,Low
TK-260902,2025-12-02 04:00:00,36,Silver,Technical,Phone,Busan,92629,52,0,101,2.4,0,10.8,Low
TK-260903,2025-03-02 17:00:00,27,Silver,Delivery,Chat,Seoul,69913,26,5,2,2.0,0,2.3,Medium
TK-260904,2025-03-09 23:00:00,68,Silver,Account,Chat,Seoul,59668,33,0,63,1.7,1,5.2,Medium
TK-260905,2025-04-19 14:00:00,25,Silver,Account,Email,Daegu,106097,48,3,34,3.3,1,2.3,Medium
TK-260906,2025-09-07 22:00:00,67,Gold,Cancellation,Email,Seoul,156033,73,5,93,2.6,0,13.4,Medium
TK-260907,2025-01-25 08:00:00,35,Silver,Technical,Phone,Seoul,99104,36,0,44,4.7,0,7.3,Medium
TK-260908,2025-05-27 01:00:00,56,Gold,Account,Chat,Incheon,109428,77,6,2,4.9,1,3.4,Medium
TK-260909,2025-08-18 17:00:00,38,Silver,Payment,Chat,Busan,106985,17,4,93,2.4,0,7.1,Medium
TK-260910,2026-02-14 14:00:00,19,Basic,Payment,Email,Seoul,70741,53,5,120,4.8,0,5.3,Low
TK-260911,2025-11-13 02:00:00,47,Silver,Payment,Chat,Daegu,70757,7,1,23,4.0,0,5.9,Low
TK-260912,2025-07-28 09:00:00,27,Silver,Technical,Email,Seoul,91536,96,6,29,3.6,3,7.5,High
TK-260913,2025-10-20 22:00:00,56,Basic,Technical,Phone,Busan,45573,58,3,52,3.2,0,10.2,Low
TK-260914,2025-05-05 20:00:00,38,VIP,Payment,Phone,Seoul,236032,12,0,51,2.9,1,5.9,Low
TK-260915,2026-05-08 10:00:00,71,Gold,Delivery,Chat,Seoul,146979,1,0,54,4.4,0,7.7,Medium
TK-260916,2025-09-19 21:00:00,36,Basic,Technical,Email,Incheon,56395,75,0,41,3.2,0,8.5,Low
TK-260917,2025-09-08 07:00:00,52,Gold,Technical,Phone,Busan,136934,66,0,90,3.8,3,4.1,High
TK-260918,2025-06-30 16:00:00,64,Basic,Account,Chat,Busan,64895,85,0,29,2.5,0,10.5,Medium
TK-260919,2026-05-08 08:00:00,66,Basic,Delivery,App,Seoul,28415,59,7,14,3.2,0,5.7,Low
TK-260920,2025-06-10 21:00:00,28,Silver,Cancellation,Phone,Incheon,75761,96,0,117,3.2,0,5.2,Medium
TK-260921,2026-02-10 08:00:00,54,Gold,Payment,App,Daejeon,134271,29,3,28,4.6,0,1.9,Medium
TK-260922,2025-10-11 08:00:00,29,Basic,Technical,Email,Daegu,43225,59,1,70,4.2,0,8.4,Medium
TK-260923,2026-06-28 18:00:00,74,Silver,Technical,Phone,Incheon,95784,67,9,98,4.2,0,4.5,Medium
TK-260924,2025-07-11 11:00:00,57,Basic,Delivery,Chat,Daejeon,66663,16,8,85,,0,4.7,Medium
