customer_id,signup_date,age,gender,region,service_tier,contract_type,payment_method,auto_payment,tenure_months,monthly_fee,support_calls_90d,late_payments_12m,weekly_usage_hours,monthly_usage_minutes,churn_risk
CUS-10603,2024-03-28,22.0,Male,Daegu,Basic,Monthly,Mobile pay,Yes,69.0,62.3,3.0,0.0,8.7,528.0,No
CUS-10604,2022-11-28,55.0,Male,Daejeon,Standard,Monthly,Bank transfer,Yes,8.0,98.0,3.0,0.0,12.0,880.0,No
CUS-10605,2022-05-25,30.0,Male,Seoul,Standard,Monthly,,No,45.0,81.8,0.0,1.0,10.5,737.0,No
CUS-10606,2021-04-02,49.0,Female,Seoul,Basic,Monthly,Mobile pay,Yes,44.0,81.6,5.0,0.0,6.5,455.0,No
CUS-10607,2023-11-17,57.0,Male,Seoul,Standard,Monthly,Bank transfer,No,56.0,44.0,1.0,1.0,4.1,319.0,No
CUS-10608,2024-04-18,18.0,Male,Daejeon,Standard,Two-year,Mobile pay,Yes,15.0,63.6,3.0,1.0,4.8,382.0,No
CUS-10609,2025-01-31,65.0,Male,Daejeon,Premium,One-year,Card,No,55.0,53.0,4.0,1.0,6.0,411.0,No
CUS-10610,2022-05-11,29.0,Male,Seoul,Standard,Monthly,Bank transfer,No,46.0,86.8,2.0,0.0,3.4,258.0,No
CUS-10611,2021-07-12,52.0,Female,,Standard,Monthly,Bank transfer,Yes,51.0,91.3,5.0,0.0,1.9,129.0,No
CUS-10612,2022-01-15,50.0,Female,Seoul,Basic,Monthly,Card,No,31.0,46.0,2.0,0.0,1.0,64.0,Yes
CUS-10613,2023-02-18,41.0,Male,Seoul,,Monthly,Card,No,11.0,50.6,1.0,2.0,3.4,229.0,No
CUS-10614,2022-12-02,51.0,Female,Seoul,Premium,Monthly,Card,Yes,14.0,58.7,2.0,0.0,3.3,192.0,No
CUS-10615,2021-05-20,52.0,Male,Seoul,Standard,One-year,Bank transfer,Yes,18.0,60.8,1.0,2.0,5.3,297.0,No
CUS-10616,2023-08-07,43.0,Male,Gwangju,Premium,One-year,Bank transfer,Yes,1.0,84.5,1.0,0.0,7.8,522.0,No
CUS-10617,2025-02-24,20.0,Male,Seoul,Standard,Monthly,Card,No,29.0,26.4,5.0,1.0,0.2,30.0,No
CUS-10618,2022-05-27,35.0,Male,Gwangju,Standard,One-year,Card,Yes,67.0,55.4,0.0,0.0,1.4,89.0,No
CUS-10619,2023-06-21,29.0,Male,Daegu,Premium,Monthly,Bank transfer,Yes,26.0,81.3,2.0,0.0,11.1,795.0,No
CUS-10620,2024-11-30,25.0,Male,Gwangju,Standard,One-year,Card,No,9.0,71.3,1.0,0.0,8.0,585.0,No
CUS-10621,2025-10-14,38.0,Female,Busan,Standard,Two-year,Bank transfer,No,58.0,43.8,1.0,1.0,5.4,438.0,No
CUS-10622,2023-10-07,27.0,Female,Daejeon,Basic,Monthly,Card,Yes,37.0,41.7,6.0,0.0,10.1,608.0,Yes
CUS-10623,2023-01-05,40.0,Female,Daejeon,Basic,Monthly,Virtual account,No,25.0,52.4,0.0,2.0,12.5,880.0,No
CUS-10624,2025-07-03,59.0,Female,Seoul,Basic,Monthly,Card,Yes,11.0,60.2,6.0,2.0,8.9,623.0,Yes
CUS-10625,2024-09-21,52.0,Male,Seoul,Basic,Two-year,Card,No,16.0,29.3,0.0,0.0,4.3,341.0,No
CUS-10626,2023-12-21,43.0,Male,Seoul,Standard,Monthly,Mobile pay,No,8.0,45.1,2.0,1.0,10.6,880.0,No
CUS-10627,2022-05-01,58.0,Female,Daegu,Standard,Two-year,Card,Yes,66.0,,0.0,2.0,0.6,42.0,No
CUS-10628,2021-01-20,33.0,Male,Seoul,Standard,Two-year,Mobile pay,Yes,28.0,12.0,1.0,0.0,5.9,409.0,No
CUS-10629,2022-02-16,38.0,Male,Seoul,Basic,One-year,Bank transfer,No,4.0,83.7,2.0,2.0,4.3,312.0,Yes
CUS-10630,2021-02-24,30.0,Male,Seoul,Standard,One-year,Card,Yes,24.0,68.2,1.0,0.0,2.3,180.0,No
CUS-10631,2025-02-09,52.0,Female,Gwangju,Standard,One-year,Bank transfer,No,68.0,34.7,1.0,1.0,15.4,880.0,No
CUS-10632,2022-09-22,33.0,Female,Gwangju,Standard,Monthly,Virtual account,No,51.0,59.9,1.0,1.0,5.6,424.0,No
CUS-10633,2024-07-21,52.0,Male,Daegu,Basic,Monthly,Bank transfer,Yes,27.0,61.4,0.0,1.0,8.1,629.0,No
CUS-10634,2025-01-17,39.0,Female,Daejeon,Premium,Monthly,Mobile pay,No,4.0,52.5,3.0,0.0,5.2,385.0,No
CUS-10635,2023-10-14,41.0,Male,Daegu,Basic,Monthly,Card,No,47.0,27.3,1.0,3.0,,99.0,No
CUS-10636,2025-09-15,56.0,Female,Seoul,Basic,One-year,Card,No,33.0,49.1,1.0,0.0,2.2,131.0,No
CUS-10637,2021-05-06,46.0,Male,Gwangju,Basic,Monthly,Bank transfer,No,4.0,31.9,4.0,1.0,4.4,345.0,Yes
CUS-10638,2023-12-25,28.0,Male,Gwangju,Premium,Monthly,Bank transfer,No,65.0,65.3,0.0,0.0,2.7,177.0,No
CUS-10639,2022-09-21,42.0,Male,Busan,Basic,Monthly,Mobile pay,No,16.0,54.6,1.0,0.0,7.9,545.0,Yes
CUS-10640,2021-02-10,23.0,Male,Seoul,Basic,One-year,Virtual account,No,25.0,45.3,3.0,1.0,5.2,372.0,Yes
CUS-10641,2025-09-02,45.0,Female,Seoul,Basic,Monthly,Card,No,53.0,62.4,1.0,0.0,2.6,183.0,No
CUS-10642,2024-05-04,47.0,Female,Seoul,Basic,Monthly,Virtual account,Yes,50.0,55.4,1.0,0.0,5.0,295.0,No
CUS-10643,2021-10-25,31.0,Female,Seoul,Standard,Monthly,Mobile pay,Yes,35.0,45.3,1.0,1.0,10.1,689.0,No
CUS-10644,2021-01-09,55.0,Male,Gwangju,Premium,One-year,Card,No,67.0,47.5,3.0,2.0,7.4,521.0,No
CUS-10645,2023-02-10,33.0,Male,Busan,Basic,Monthly,Bank transfer,No,17.0,48.9,0.0,1.0,4.9,287.0,No
CUS-10646,2024-01-13,46.0,Female,Seoul,Standard,Monthly,Bank transfer,No,39.0,14.2,2.0,3.0,0.8,52.0,No
CUS-10647,2024-11-06,18.0,Male,Daegu,Premium,Monthly,Card,Yes,31.0,76.9,1.0,1.0,4.1,288.0,No
CUS-10648,2025-09-23,28.0,Male,Busan,Basic,Monthly,Card,Yes,57.0,68.2,1.0,2.0,2.8,230.0,No
CUS-10649,2022-08-04,55.0,Male,Busan,Standard,One-year,Card,No,37.0,54.8,2.0,0.0,7.5,490.0,No
CUS-10650,2023-01-02,41.0,Female,Seoul,Basic,One-year,Mobile pay,No,42.0,34.2,1.0,0.0,6.7,510.0,Yes
CUS-10651,2023-08-02,18.0,Male,Daejeon,Standard,One-year,Mobile pay,Yes,6.0,82.6,1.0,0.0,9.6,635.0,No
CUS-10652,2022-04-24,26.0,Male,Busan,Basic,Monthly,Virtual account,Yes,14.0,48.7,2.0,3.0,2.1,138.0,Yes
CUS-10653,2022-05-12,44.0,Male,Seoul,Standard,Monthly,Mobile pay,Yes,9.0,69.7,0.0,0.0,2.6,171.0,No
CUS-10654,2024-01-11,24.0,Female,Seoul,Standard,One-year,Bank transfer,Yes,9.0,46.6,2.0,1.0,2.0,149.0,No
CUS-10655,2022-06-28,46.0,Female,Seoul,Standard,Monthly,Card,Yes,17.0,93.0,2.0,0.0,2.9,184.0,Yes
CUS-10656,2021-11-25,45.0,Female,Busan,Standard,Monthly,Bank transfer,No,15.0,81.0,0.0,1.0,10.7,797.0,No
CUS-10657,2024-03-20,28.0,Female,Seoul,Basic,One-year,Card,No,27.0,54.3,0.0,4.0,4.6,371.0,Yes
CUS-10658,2024-04-25,40.0,Male,Seoul,Premium,One-year,Card,Yes,15.0,66.5,2.0,1.0,2.2,188.0,No
CUS-10659,2024-04-21,58.0,Female,,Basic,Monthly,Card,Yes,34.0,87.4,2.0,0.0,5.6,388.0,No
CUS-10660,2025-09-02,36.0,Female,,Premium,Monthly,Bank transfer,No,17.0,61.4,1.0,1.0,1.8,139.0,No
CUS-10661,2022-03-05,74.0,Male,Seoul,Standard,Monthly,Card,No,37.0,51.2,0.0,3.0,8.2,453.0,No
CUS-10662,2022-04-18,,Female,Busan,Standard,Two-year,Card,Yes,10.0,41.6,1.0,2.0,4.0,285.0,No
CUS-10663,2023-06-05,42.0,Male,,Standard,Two-year,Virtual account,Yes,58.0,52.1,0.0,1.0,11.4,814.0,No
CUS-10664,2025-04-05,18.0,Female,Daejeon,Premium,One-year,Bank transfer,No,61.0,35.8,2.0,2.0,3.9,236.0,No
CUS-10665,2022-08-22,26.0,,Gwangju,Standard,One-year,Card,Yes,22.0,66.6,3.0,1.0,7.4,639.0,Yes
CUS-10666,2022-07-31,42.0,Male,Busan,Basic,Monthly,Bank transfer,Yes,54.0,65.7,2.0,1.0,4.6,295.0,No
CUS-10667,2022-04-21,35.0,Female,Seoul,Standard,Two-year,Card,Yes,41.0,71.6,4.0,0.0,4.8,297.0,No
CUS-10668,2023-12-03,,,Daejeon,Premium,One-year,Bank transfer,No,40.0,74.5,2.0,0.0,11.3,880.0,No
CUS-10669,2022-11-28,33.0,Female,Daegu,Standard,Two-year,Mobile pay,Yes,70.0,77.1,1.0,1.0,2.5,195.0,No
CUS-10670,2023-06-01,29.0,Female,Seoul,Standard,Monthly,Bank transfer,Yes,60.0,60.1,4.0,1.0,7.2,463.0,No
CUS-10671,2025-03-10,42.0,Female,Seoul,Standard,Monthly,Bank transfer,Yes,3.0,48.3,1.0,0.0,3.8,302.0,No
CUS-10672,2023-06-16,32.0,Female,Seoul,Basic,Two-year,Card,Yes,62.0,64.9,2.0,1.0,7.7,495.0,No
CUS-10673,2025-08-05,38.0,Male,Daegu,Premium,Monthly,Mobile pay,Yes,66.0,55.7,2.0,2.0,6.8,538.0,No
CUS-10674,2023-06-15,41.0,Male,Busan,Standard,One-year,Bank transfer,No,20.0,38.0,1.0,2.0,4.0,302.0,No
CUS-10675,2024-12-16,24.0,Female,Daegu,Basic,Monthly,Virtual account,No,14.0,64.9,0.0,0.0,0.5,30.0,Yes
CUS-10676,2021-06-01,65.0,Female,Seoul,Standard,One-year,Mobile pay,Yes,29.0,69.5,0.0,0.0,5.7,376.0,No
CUS-10677,2025-04-18,39.0,Female,Busan,Standard,Monthly,Bank transfer,No,23.0,53.3,1.0,1.0,3.1,219.0,No
CUS-10678,2023-02-19,30.0,Male,Seoul,Basic,Two-year,Card,Yes,36.0,62.3,2.0,0.0,10.7,880.0,No
CUS-10679,2022-02-09,39.0,Male,Busan,Standard,Monthly,Bank transfer,No,64.0,39.2,1.0,0.0,,427.0,No
CUS-10680,2022-02-24,65.0,Female,Busan,Standard,Two-year,Mobile pay,Yes,22.0,69.3,2.0,2.0,6.0,518.0,No
CUS-10681,2025-08-24,45.0,Female,Daejeon,Basic,Two-year,Card,No,52.0,39.0,3.0,1.0,2.0,158.0,No
CUS-10682,2022-11-11,38.0,Male,Seoul,Basic,Two-year,Bank transfer,No,59.0,57.7,1.0,0.0,5.1,380.0,No
CUS-10683,2023-01-11,23.0,Male,Seoul,Premium,Two-year,Card,Yes,25.0,71.7,0.0,2.0,10.7,722.0,No
CUS-10684,2025-06-10,27.0,Female,Busan,Standard,One-year,Mobile pay,Yes,18.0,39.7,3.0,0.0,3.6,254.0,Yes
CUS-10685,2025-10-27,41.0,Female,Seoul,Standard,One-year,Card,Yes,68.0,,0.0,1.0,5.5,445.0,Yes
CUS-10686,2022-06-18,43.0,Male,Daejeon,Premium,One-year,Card,No,34.0,56.0,2.0,1.0,5.3,392.0,No
CUS-10687,2023-06-08,54.0,Female,Seoul,Premium,Two-year,Card,No,5.0,66.7,0.0,0.0,2.4,179.0,No
CUS-10688,2021-09-05,26.0,Male,Seoul,Standard,Monthly,Bank transfer,Yes,53.0,61.8,0.0,3.0,1.3,94.0,No
CUS-10689,2021-07-21,41.0,Male,Seoul,Premium,Monthly,Bank transfer,No,31.0,64.2,1.0,2.0,7.1,462.0,No
CUS-10690,2021-02-14,46.0,Male,Busan,Standard,Monthly,Bank transfer,No,23.0,55.4,3.0,0.0,1.8,125.0,No
CUS-10691,2025-10-14,41.0,Female,Seoul,Standard,Monthly,Bank transfer,Yes,21.0,18.1,2.0,0.0,4.2,330.0,No
CUS-10692,2021-01-19,30.0,Female,Seoul,Standard,Monthly,Card,Yes,21.0,31.5,3.0,1.0,15.7,880.0,No
CUS-10693,2023-07-01,43.0,Male,Daegu,Premium,One-year,Bank transfer,No,23.0,33.8,1.0,1.0,4.0,286.0,No
CUS-10694,2023-04-15,28.0,Male,Seoul,Standard,One-year,Bank transfer,Yes,55.0,57.8,0.0,0.0,1.7,142.0,No
CUS-10695,2023-01-05,54.0,Female,Gwangju,Standard,Monthly,Card,No,66.0,44.9,2.0,1.0,9.3,601.0,No
CUS-10696,2023-11-11,33.0,Female,Daegu,Standard,Monthly,Card,No,10.0,46.7,2.0,1.0,6.2,443.0,No
CUS-10697,2022-01-28,28.0,Female,Seoul,Standard,Monthly,Card,Yes,67.0,71.3,0.0,1.0,6.3,515.0,No
CUS-10698,2022-09-23,28.0,Male,Gwangju,Basic,Monthly,Mobile pay,Yes,72.0,36.9,1.0,1.0,3.5,221.0,No
CUS-10699,2024-11-28,37.0,Male,Seoul,Standard,One-year,Card,Yes,35.0,56.3,3.0,0.0,8.0,540.0,No
CUS-10700,2021-10-22,28.0,Female,Seoul,Standard,Monthly,Card,No,48.0,51.8,3.0,0.0,3.3,217.0,Yes
CUS-10701,2025-09-12,43.0,Female,Seoul,Basic,Two-year,Mobile pay,No,63.0,61.7,2.0,0.0,7.7,469.0,No
CUS-10702,2023-10-22,53.0,Male,Daejeon,Standard,Monthly,Mobile pay,No,65.0,46.6,3.0,1.0,5.1,286.0,Yes
CUS-10703,2021-03-31,42.0,Male,Busan,Basic,Monthly,Bank transfer,Yes,17.0,64.8,3.0,1.0,3.7,265.0,No
CUS-10704,2022-09-28,35.0,Male,Busan,Standard,Monthly,Card,Yes,37.0,77.2,0.0,1.0,9.1,634.0,No
CUS-10705,2022-12-28,34.0,Female,Daejeon,Standard,Monthly,Bank transfer,Yes,21.0,36.2,4.0,0.0,9.5,730.0,Yes
CUS-10706,2023-09-27,44.0,Female,Gwangju,Premium,Monthly,Mobile pay,Yes,68.0,79.8,2.0,0.0,3.4,226.0,No
CUS-10707,2021-09-02,43.0,Male,Daejeon,Basic,One-year,Card,Yes,55.0,51.8,3.0,0.0,2.6,191.0,No
CUS-10708,2022-04-07,32.0,Female,Seoul,Standard,One-year,Virtual account,Yes,51.0,68.5,1.0,1.0,3.9,304.0,No
CUS-10709,2022-05-27,51.0,Male,Busan,Premium,Monthly,Card,Yes,48.0,41.1,2.0,2.0,8.1,642.0,No
CUS-10710,2021-10-23,70.0,Male,Busan,Basic,Monthly,Mobile pay,Yes,52.0,37.4,2.0,0.0,8.1,678.0,No
CUS-10711,2025-09-05,41.0,Male,Seoul,Standard,Monthly,Virtual account,Yes,45.0,44.5,3.0,1.0,2.2,161.0,No
CUS-10712,2022-06-24,43.0,Female,Busan,,Monthly,Virtual account,Yes,3.0,55.4,3.0,1.0,2.1,129.0,No
CUS-10713,2025-04-14,36.0,Male,Daejeon,Premium,Monthly,Card,Yes,41.0,48.4,1.0,0.0,2.2,149.0,No
CUS-10714,2021-02-10,38.0,Female,Busan,Basic,One-year,Card,No,50.0,71.1,2.0,0.0,10.3,750.0,No
CUS-10715,2024-12-09,20.0,Female,Seoul,Standard,Monthly,Card,Yes,55.0,46.2,3.0,1.0,0.9,75.0,No
CUS-10716,2023-11-27,55.0,Male,Seoul,Standard,Monthly,Card,Yes,14.0,70.1,0.0,0.0,6.0,450.0,No
CUS-10717,2023-02-22,54.0,Male,Daegu,Standard,Monthly,Virtual account,Yes,38.0,49.7,0.0,1.0,5.5,376.0,No
CUS-10718,2024-08-11,57.0,Male,Busan,Premium,Two-year,Bank transfer,Yes,23.0,38.7,3.0,0.0,4.4,279.0,No
CUS-10719,2022-03-25,25.0,Male,Busan,Basic,One-year,Mobile pay,Yes,16.0,71.7,1.0,0.0,4.8,347.0,No
CUS-10720,2023-03-06,53.0,Female,Seoul,Basic,Two-year,Card,Yes,69.0,77.9,1.0,1.0,5.6,409.0,No
CUS-10721,2023-03-21,66.0,Female,Seoul,Basic,Monthly,Bank transfer,Yes,31.0,46.0,1.0,1.0,,369.0,No
CUS-10722,2023-11-23,53.0,Female,Daejeon,Standard,Monthly,Card,Yes,36.0,41.6,2.0,0.0,5.8,431.0,No
CUS-10723,2021-11-05,,Female,Daejeon,Standard,One-year,Virtual account,Yes,31.0,50.9,1.0,1.0,3.0,186.0,No
CUS-10724,2022-12-24,30.0,Male,Seoul,Premium,Monthly,Card,Yes,70.0,57.7,2.0,1.0,8.2,546.0,No
CUS-10725,2022-10-13,48.0,Male,Busan,Standard,One-year,Card,Yes,15.0,51.7,2.0,2.0,4.1,259.0,No
CUS-10726,2024-06-18,36.0,Female,Daejeon,Standard,Two-year,Card,Yes,63.0,35.6,1.0,2.0,2.3,172.0,No
CUS-10727,2023-04-22,34.0,Male,Seoul,Basic,Monthly,Card,No,52.0,49.3,0.0,1.0,0.8,56.0,No
CUS-10728,2024-10-07,35.0,Female,Daegu,Basic,One-year,Card,No,33.0,52.3,2.0,1.0,3.2,221.0,Yes
CUS-10729,2024-12-26,26.0,Male,Seoul,Standard,One-year,Card,Yes,46.0,70.8,4.0,1.0,7.3,594.0,No
CUS-10730,2025-07-18,30.0,Male,Busan,Basic,Monthly,Bank transfer,Yes,43.0,66.8,1.0,0.0,3.7,282.0,No
CUS-10731,2024-06-20,44.0,Male,Seoul,Standard,Monthly,Virtual account,No,7.0,107.0,2.0,0.0,5.5,302.0,No
CUS-10732,2024-09-29,39.0,Female,Gwangju,Basic,Monthly,Bank transfer,Yes,28.0,69.9,1.0,0.0,3.9,289.0,No
CUS-10733,2023-05-12,24.0,Female,Busan,Standard,Monthly,Mobile pay,Yes,67.0,30.4,2.0,0.0,12.3,880.0,No
CUS-10734,2025-02-22,48.0,Male,Gwangju,Premium,One-year,Card,Yes,71.0,32.2,2.0,1.0,5.3,399.0,No
CUS-10735,2021-07-03,36.0,Female,Seoul,Premium,One-year,Card,Yes,64.0,64.0,2.0,1.0,2.9,199.0,No
CUS-10736,2021-08-18,36.0,Male,Seoul,Basic,One-year,Card,No,43.0,50.5,1.0,4.0,14.5,880.0,No
CUS-10737,2022-03-25,30.0,Male,Seoul,Basic,Two-year,Mobile pay,No,36.0,53.6,2.0,0.0,5.3,388.0,No
CUS-10738,2024-10-18,32.0,Female,Seoul,Standard,One-year,Virtual account,No,53.0,46.9,1.0,0.0,2.9,197.0,No
CUS-10739,2022-05-31,39.0,Male,Busan,Standard,Monthly,Virtual account,No,3.0,29.6,3.0,1.0,2.2,129.0,No
CUS-10740,2022-08-02,22.0,Male,Seoul,Premium,Monthly,,Yes,53.0,69.1,4.0,0.0,3.6,263.0,No
CUS-10741,2021-04-08,46.0,Male,Busan,Basic,Two-year,Bank transfer,No,32.0,61.8,2.0,0.0,1.8,138.0,No
CUS-10742,2024-11-08,39.0,Male,Daejeon,Standard,Monthly,Card,Yes,7.0,45.2,3.0,2.0,2.8,189.0,No
CUS-10743,2021-03-13,31.0,Female,Seoul,Standard,Monthly,Virtual account,Yes,22.0,65.1,2.0,2.0,5.9,430.0,No
CUS-10744,2024-01-30,53.0,Male,Seoul,Basic,Monthly,Card,Yes,11.0,36.5,0.0,1.0,9.7,723.0,No
CUS-10745,2023-12-05,52.0,Female,Seoul,Basic,Two-year,Card,No,27.0,70.3,1.0,2.0,7.5,599.0,No
CUS-10746,2022-12-02,18.0,Male,Seoul,Standard,One-year,Mobile pay,No,43.0,40.1,0.0,1.0,3.5,271.0,No
CUS-10747,2022-08-05,38.0,Male,Daejeon,Basic,One-year,Virtual account,Yes,45.0,84.0,5.0,0.0,8.7,630.0,No
CUS-10748,2021-08-19,28.0,Female,Busan,Standard,One-year,Card,Yes,34.0,69.5,8.0,1.0,7.9,649.0,No
CUS-10749,2022-08-20,53.0,Female,Seoul,Standard,Monthly,Card,Yes,50.0,56.1,1.0,1.0,2.6,214.0,No
CUS-10750,2024-12-14,43.0,Male,Busan,Premium,One-year,Virtual account,Yes,9.0,16.9,2.0,1.0,6.6,428.0,No
CUS-10751,2021-09-15,69.0,Male,Daejeon,Standard,Monthly,Bank transfer,No,23.0,72.0,1.0,0.0,4.7,348.0,No
CUS-10752,2022-11-25,41.0,Female,Seoul,Standard,Monthly,Virtual account,Yes,54.0,81.8,4.0,0.0,8.9,443.0,No
CUS-10753,2024-04-08,54.0,Male,Seoul,Premium,Two-year,Mobile pay,No,17.0,92.6,4.0,0.0,5.0,353.0,No
CUS-10754,2024-08-01,50.0,Male,Busan,Standard,Monthly,Mobile pay,Yes,42.0,55.1,0.0,2.0,5.3,370.0,No
CUS-10755,2023-02-15,54.0,Male,Daegu,Basic,Monthly,Mobile pay,Yes,55.0,68.7,1.0,1.0,13.5,880.0,No
CUS-10756,2023-01-13,35.0,Male,Gwangju,Premium,One-year,Bank transfer,Yes,39.0,30.6,2.0,0.0,3.0,195.0,No
CUS-10757,2024-08-23,28.0,Male,Daejeon,Standard,Monthly,Virtual account,Yes,2.0,46.3,2.0,0.0,2.7,183.0,Yes
CUS-10758,2021-01-22,,Female,Daegu,Premium,Monthly,Card,Yes,1.0,77.2,1.0,0.0,4.7,338.0,No
CUS-10759,2025-10-22,29.0,Female,Busan,Premium,Monthly,Bank transfer,Yes,49.0,73.2,0.0,1.0,9.1,523.0,No
CUS-10760,2023-03-05,54.0,Male,Seoul,Standard,Monthly,Mobile pay,No,68.0,14.2,2.0,1.0,9.2,666.0,Yes
CUS-10761,2024-05-13,44.0,Female,Gwangju,Standard,One-year,Bank transfer,Yes,9.0,45.3,4.0,3.0,1.9,138.0,No
CUS-10762,2025-11-05,46.0,Male,Seoul,Basic,Monthly,Mobile pay,Yes,5.0,61.5,0.0,0.0,3.5,251.0,No
CUS-10763,2022-02-19,46.0,Male,Busan,Basic,One-year,Card,No,13.0,74.3,4.0,2.0,4.0,305.0,Yes
CUS-10764,2023-10-26,25.0,Female,Daejeon,Standard,Monthly,Mobile pay,Yes,10.0,29.6,3.0,0.0,7.6,613.0,No
CUS-10765,2024-10-16,42.0,Male,Seoul,Basic,Monthly,Mobile pay,Yes,42.0,59.4,2.0,2.0,4.7,409.0,Yes
CUS-10766,2025-09-24,42.0,Female,Daejeon,Basic,Monthly,Bank transfer,No,70.0,49.8,2.0,0.0,2.3,151.0,No
CUS-10767,2024-09-11,43.0,Female,Daejeon,Standard,Two-year,Mobile pay,Yes,28.0,38.2,2.0,0.0,6.9,557.0,No
CUS-10768,2023-05-02,37.0,Male,Seoul,Basic,Monthly,Mobile pay,Yes,56.0,78.4,3.0,1.0,7.1,529.0,No
CUS-10769,2023-06-07,64.0,Female,Seoul,Standard,Two-year,Card,No,51.0,60.7,0.0,1.0,6.2,449.0,No
CUS-10770,2025-03-10,34.0,Female,Gwangju,Basic,Two-year,Card,No,35.0,49.3,1.0,2.0,2.0,159.0,No
CUS-10771,2024-12-20,21.0,Male,Daegu,Standard,Monthly,Mobile pay,No,19.0,116.1,1.0,1.0,8.8,769.0,Yes
CUS-10772,2024-02-23,49.0,Male,Daejeon,Basic,Monthly,Card,No,26.0,77.4,3.0,0.0,5.7,348.0,No
CUS-10773,2021-05-20,34.0,Male,Busan,Basic,Monthly,Card,No,24.0,70.3,0.0,0.0,4.2,333.0,No
CUS-10774,2021-07-22,45.0,Male,Seoul,Standard,One-year,Card,Yes,1.0,93.7,4.0,0.0,6.3,468.0,No
CUS-10775,2024-04-21,28.0,Female,Daejeon,Standard,One-year,Card,Yes,70.0,82.2,2.0,0.0,5.6,444.0,No
CUS-10776,2022-05-11,30.0,Male,Daejeon,Standard,One-year,Virtual account,No,9.0,27.0,0.0,0.0,3.1,231.0,No
CUS-10777,2025-03-09,30.0,Female,Busan,Premium,One-year,Card,Yes,59.0,55.3,2.0,1.0,5.3,371.0,No
CUS-10778,2024-05-30,48.0,Female,Seoul,Standard,Monthly,Card,Yes,14.0,21.3,2.0,1.0,5.3,427.0,No
CUS-10779,2024-04-01,47.0,Female,Daegu,Basic,Two-year,Bank transfer,Yes,4.0,12.0,3.0,2.0,4.1,263.0,No
CUS-10780,2021-06-03,,Male,Daejeon,Standard,One-year,Card,No,38.0,91.3,1.0,1.0,2.8,180.0,No
CUS-10781,2025-09-30,35.0,Male,Seoul,Standard,Monthly,Mobile pay,No,15.0,60.8,2.0,0.0,5.3,371.0,No
CUS-10782,2023-12-18,34.0,Male,Daegu,Standard,One-year,Card,No,35.0,70.7,1.0,2.0,7.2,626.0,No
CUS-10783,2021-07-03,29.0,Male,Busan,Basic,Two-year,Mobile pay,No,72.0,52.0,3.0,1.0,1.0,66.0,Yes
CUS-10784,2021-05-07,57.0,Male,Seoul,Basic,Monthly,Card,No,37.0,97.0,4.0,1.0,3.8,344.0,Yes
CUS-10785,2024-03-05,52.0,Female,Busan,Standard,Monthly,Card,No,72.0,29.5,0.0,0.0,0.7,50.0,No
CUS-10786,2021-06-16,32.0,Male,Seoul,Standard,One-year,Card,Yes,30.0,,3.0,1.0,3.8,235.0,No
CUS-10787,2022-11-10,40.0,Female,Seoul,Basic,One-year,Bank transfer,No,65.0,50.2,2.0,1.0,5.1,359.0,No
CUS-10788,2023-03-23,65.0,Female,Daejeon,Basic,One-year,Virtual account,No,53.0,65.1,2.0,0.0,8.8,619.0,Yes
CUS-10789,2024-11-16,52.0,Female,Seoul,Basic,One-year,Virtual account,Yes,34.0,26.3,2.0,1.0,8.9,747.0,No
CUS-10790,2023-12-11,20.0,Male,Seoul,Premium,Monthly,Card,Yes,6.0,87.6,4.0,0.0,3.4,190.0,No
CUS-10791,2022-06-05,36.0,Female,Seoul,Standard,One-year,Bank transfer,No,42.0,92.4,1.0,0.0,6.8,511.0,No
CUS-10792,2022-08-15,36.0,Female,Gwangju,Basic,One-year,Card,No,18.0,52.0,1.0,0.0,9.0,565.0,Yes
CUS-10793,2023-06-16,48.0,Male,Busan,Basic,One-year,Bank transfer,Yes,48.0,71.3,3.0,1.0,3.0,241.0,No
CUS-10794,2025-12-12,42.0,Male,Daegu,Basic,One-year,Card,Yes,60.0,,2.0,0.0,2.2,162.0,Yes
CUS-10795,2024-12-02,38.0,Female,Busan,Standard,One-year,Card,No,31.0,80.4,1.0,0.0,5.9,445.0,No
CUS-10796,2024-12-03,58.0,Male,Daejeon,Standard,Monthly,Card,Yes,34.0,36.2,0.0,2.0,8.9,658.0,No
CUS-10797,2025-11-12,26.0,Male,Daegu,Premium,Monthly,Card,Yes,23.0,53.7,1.0,2.0,3.4,250.0,No
CUS-10798,2021-12-01,26.0,Female,Seoul,Basic,Monthly,Card,Yes,1.0,55.6,4.0,0.0,5.5,513.0,No
CUS-10799,2024-02-05,52.0,Male,Seoul,Premium,One-year,Mobile pay,Yes,26.0,68.3,5.0,1.0,6.0,2600.0,No
CUS-10800,2022-04-24,56.0,Female,Seoul,Standard,Monthly,Mobile pay,No,72.0,79.8,2.0,2.0,0.9,68.0,No
CUS-10801,2023-09-09,50.0,Male,Gwangju,Premium,Two-year,Mobile pay,No,66.0,41.6,1.0,1.0,2.5,183.0,No
CUS-10802,2023-04-04,44.0,Male,Seoul,Basic,One-year,Card,Yes,25.0,40.5,1.0,0.0,2.1,154.0,No
CUS-10803,2021-12-23,50.0,Male,Seoul,Standard,Monthly,Card,No,44.0,56.4,1.0,2.0,8.5,626.0,No
